datetime,symbol,open,high,low,close,volume
2021-08-10 06:45:00,NSE:TATASTEEL,1410.4,1413.0,1402.0,1402.75,812509.0
2021-08-10 07:45:00,NSE:TATASTEEL,1402.75,1406.8,1367.2,1369.0,2097922.0
2021-08-10 08:45:00,NSE:TATASTEEL,1368.35,1383.05,1368.0,1375.3,1923206.0
2021-08-10 09:45:00,NSE:TATASTEEL,1375.1,1376.9,1370.25,1372.1,609303.0
2021-08-11 03:45:00,NSE:TATASTEEL,1391.1,1414.7,1391.0,1393.8,4187924.0
2021-08-11 04:45:00,NSE:TATASTEEL,1393.8,1401.9,1384.2,1396.6,1942782.0
2021-08-11 05:45:00,NSE:TATASTEEL,1396.95,1406.0,1392.35,1404.35,1577123.0
2021-08-11 06:45:00,NSE:TATASTEEL,1404.25,1416.0,1401.9,1414.85,2016257.0
2021-08-11 07:45:00,NSE:TATASTEEL,1415.5,1424.0,1411.1,1417.55,2092574.0
2021-08-11 08:45:00,NSE:TATASTEEL,1417.55,1429.65,1417.3,1424.2,1991950.0
2021-08-11 09:45:00,NSE:TATASTEEL,1424.9,1429.7,1424.0,1429.0,668281.0
2021-08-12 03:45:00,NSE:TATASTEEL,1436.1,1437.3,1416.55,1420.35,3670473.0
2021-08-12 04:45:00,NSE:TATASTEEL,1420.35,1429.5,1419.95,1428.5,1079535.0
2021-08-12 05:45:00,NSE:TATASTEEL,1428.5,1436.0,1426.4,1430.35,1332422.0
2021-08-12 06:45:00,NSE:TATASTEEL,1430.4,1436.0,1428.05,1433.6,723567.0
2021-08-12 07:45:00,NSE:TATASTEEL,1433.5,1435.5,1426.0,1426.0,991245.0
2021-08-12 08:45:00,NSE:TATASTEEL,1426.3,1444.7,1425.5,1433.35,2254159.0
2021-08-12 09:45:00,NSE:TATASTEEL,1433.8,1439.0,1432.25,1434.35,828569.0
2021-08-13 03:45:00,NSE:TATASTEEL,1404.0,1457.0,1390.65,1448.0,8211004.0
2021-08-13 04:45:00,NSE:TATASTEEL,1448.0,1450.0,1424.15,1430.95,2387606.0
2021-08-13 05:45:00,NSE:TATASTEEL,1430.5,1431.8,1416.0,1419.6,1664204.0
2021-08-13 06:45:00,NSE:TATASTEEL,1420.0,1421.85,1392.05,1405.6,3174081.0
2021-08-13 07:45:00,NSE:TATASTEEL,1405.3,1413.95,1403.25,1410.55,1875131.0
2021-08-13 08:45:00,NSE:TATASTEEL,1410.55,1476.6,1405.0,1463.15,9511914.0
2021-08-13 09:45:00,NSE:TATASTEEL,1463.3,1469.65,1456.65,1468.95,1982638.0
2021-08-16 03:45:00,NSE:TATASTEEL,1481.25,1498.3,1472.2,1478.2,6579386.0
2021-08-16 04:45:00,NSE:TATASTEEL,1478.15,1495.5,1475.5,1488.1,2916805.0
2021-08-16 05:45:00,NSE:TATASTEEL,1488.1,1494.4,1482.5,1493.25,1739224.0
2021-08-16 06:45:00,NSE:TATASTEEL,1493.25,1511.2,1490.0,1505.5,4788244.0
2021-08-16 07:45:00,NSE:TATASTEEL,1505.75,1527.0,1504.0,1525.6,4188880.0
2021-08-16 08:45:00,NSE:TATASTEEL,1525.5,1534.5,1515.0,1519.5,5373244.0
2021-08-16 09:45:00,NSE:TATASTEEL,1519.15,1520.0,1512.55,1515.05,1385861.0
2021-08-17 03:45:00,NSE:TATASTEEL,1516.75,1532.35,1507.25,1530.6,4568329.0
2021-08-17 04:45:00,NSE:TATASTEEL,1530.6,1534.0,1524.5,1531.55,1811687.0
2021-08-17 05:45:00,NSE:TATASTEEL,1531.55,1532.85,1496.5,1510.15,3559317.0
2021-08-17 06:45:00,NSE:TATASTEEL,1510.5,1516.0,1491.75,1502.4,3229457.0
2021-08-17 07:45:00,NSE:TATASTEEL,1502.25,1521.8,1502.2,1517.95,2095349.0
2021-08-17 08:45:00,NSE:TATASTEEL,1517.7,1524.2,1499.0,1503.85,2775741.0
2021-08-17 09:45:00,NSE:TATASTEEL,1503.85,1505.0,1499.8,1502.0,858426.0
2021-08-18 03:45:00,NSE:TATASTEEL,1507.0,1518.9,1489.15,1508.15,3837587.0
2021-08-18 04:45:00,NSE:TATASTEEL,1508.45,1511.8,1499.95,1501.65,1276787.0
2021-08-18 05:45:00,NSE:TATASTEEL,1501.65,1506.9,1496.5,1496.65,1204314.0
2021-08-18 06:45:00,NSE:TATASTEEL,1496.6,1502.05,1488.2,1497.5,1781122.0
2021-08-18 07:45:00,NSE:TATASTEEL,1497.5,1505.9,1497.35,1501.65,1669687.0
2021-08-18 08:45:00,NSE:TATASTEEL,1501.65,1509.75,1499.05,1502.35,1841057.0
2021-08-18 09:45:00,NSE:TATASTEEL,1501.95,1503.0,1492.35,1497.0,695101.0
2021-08-20 03:45:00,NSE:TATASTEEL,1445.0,1447.0,1423.0,1427.25,8910644.0
2021-08-20 04:45:00,NSE:TATASTEEL,1427.0,1427.5,1395.3,1405.8,5644541.0
2021-08-20 05:45:00,NSE:TATASTEEL,1406.0,1421.85,1406.0,1415.0,2544850.0
2021-08-20 06:45:00,NSE:TATASTEEL,1414.9,1416.0,1405.0,1407.75,1647094.0
2021-08-20 07:45:00,NSE:TATASTEEL,1407.5,1411.0,1402.75,1406.0,1292202.0
2021-08-20 08:45:00,NSE:TATASTEEL,1406.05,1413.55,1371.8,1373.7,4990569.0
2021-08-20 09:45:00,NSE:TATASTEEL,1373.8,1377.0,1362.8,1367.0,2174658.0
2021-08-23 03:45:00,NSE:TATASTEEL,1402.0,1409.8,1372.8,1378.55,5318159.0
2021-08-23 04:45:00,NSE:TATASTEEL,1378.6,1383.05,1310.75,1346.6,6441311.0
2021-08-23 05:45:00,NSE:TATASTEEL,1347.35,1376.15,1340.1,1368.65,3207506.0
2021-08-23 06:45:00,NSE:TATASTEEL,1369.15,1386.0,1355.9,1379.7,2515297.0
2021-08-23 07:45:00,NSE:TATASTEEL,1380.0,1386.0,1369.5,1378.0,2009718.0
2021-08-23 08:45:00,NSE:TATASTEEL,1378.3,1380.65,1356.65,1358.0,2424384.0
2021-08-23 09:45:00,NSE:TATASTEEL,1358.0,1362.9,1353.7,1362.0,933604.0
2021-08-24 03:45:00,NSE:TATASTEEL,1383.1,1404.8,1377.0,1390.75,5249695.0
2021-08-24 04:45:00,NSE:TATASTEEL,1391.2,1403.85,1390.55,1398.75,1888259.0
2021-08-24 05:45:00,NSE:TATASTEEL,1398.75,1399.5,1380.45,1389.8,1913626.0
2021-08-24 06:45:00,NSE:TATASTEEL,1390.0,1398.4,1389.0,1396.0,1078654.0
2021-08-24 07:45:00,NSE:TATASTEEL,1396.45,1415.0,1396.0,1410.0,2817569.0
2021-08-24 08:45:00,NSE:TATASTEEL,1409.85,1420.0,1398.3,1404.2,3600106.0
2021-08-24 09:45:00,NSE:TATASTEEL,1404.0,1408.6,1403.6,1408.0,962681.0
2021-08-25 03:45:00,NSE:TATASTEEL,1417.0,1426.0,1406.0,1409.35,4399564.0
2021-08-25 04:45:00,NSE:TATASTEEL,1409.35,1418.85,1408.15,1416.6,1168629.0
2021-08-25 05:45:00,NSE:TATASTEEL,1416.6,1417.9,1403.2,1408.35,1179458.0
2021-08-25 06:45:00,NSE:TATASTEEL,1408.2,1412.65,1403.6,1406.15,763958.0
2021-08-25 07:45:00,NSE:TATASTEEL,1406.15,1409.75,1392.0,1392.5,1508700.0
2021-08-25 08:45:00,NSE:TATASTEEL,1392.5,1393.85,1380.75,1387.85,2758845.0
2021-08-25 09:45:00,NSE:TATASTEEL,1387.8,1393.95,1387.8,1390.6,720694.0
2021-08-26 03:45:00,NSE:TATASTEEL,1390.0,1394.75,1382.35,1385.3,1987025.0
2021-08-26 04:45:00,NSE:TATASTEEL,1385.35,1385.85,1365.0,1369.0,2254511.0
2021-08-26 05:45:00,NSE:TATASTEEL,1369.45,1381.7,1367.1,1374.6,1103661.0
2021-08-26 06:45:00,NSE:TATASTEEL,1375.1,1378.5,1367.35,1374.05,863716.0
2021-08-26 07:45:00,NSE:TATASTEEL,1374.05,1380.75,1373.55,1376.65,691658.0
2021-08-26 08:45:00,NSE:TATASTEEL,1376.65,1377.0,1366.0,1376.75,1573689.0
2021-08-26 09:45:00,NSE:TATASTEEL,1377.1,1377.7,1375.05,1376.8,663865.0
2021-08-27 03:45:00,NSE:TATASTEEL,1379.0,1393.0,1378.0,1390.7,2489364.0
2021-08-27 04:45:00,NSE:TATASTEEL,1391.35,1394.45,1384.2,1389.7,1107932.0
2021-08-27 05:45:00,NSE:TATASTEEL,1390.1,1390.4,1380.55,1385.75,877635.0
2021-08-27 06:45:00,NSE:TATASTEEL,1385.75,1389.0,1375.85,1387.8,981845.0
2021-08-27 07:45:00,NSE:TATASTEEL,1387.75,1389.0,1380.35,1384.25,587104.0
2021-08-27 08:45:00,NSE:TATASTEEL,1384.2,1387.0,1380.05,1383.6,847026.0
2021-08-27 09:45:00,NSE:TATASTEEL,1383.6,1385.7,1381.1,1382.1,479885.0
2021-08-30 03:45:00,NSE:TATASTEEL,1399.0,1436.0,1398.0,1434.0,4709091.0
2021-08-30 04:45:00,NSE:TATASTEEL,1434.0,1438.65,1428.0,1430.8,2141123.0
2021-08-30 05:45:00,NSE:TATASTEEL,1430.45,1435.65,1424.8,1433.2,1401649.0
2021-08-30 06:45:00,NSE:TATASTEEL,1433.4,1439.4,1433.2,1436.15,971842.0
2021-08-30 07:45:00,NSE:TATASTEEL,1436.15,1445.0,1435.05,1443.3,1579933.0
2021-08-30 08:45:00,NSE:TATASTEEL,1443.05,1443.35,1436.55,1441.9,1573194.0
2021-08-30 09:45:00,NSE:TATASTEEL,1441.85,1443.3,1436.1,1436.6,1009810.0
2021-08-31 03:45:00,NSE:TATASTEEL,1439.55,1448.0,1432.0,1445.0,2918999.0
2021-08-31 04:45:00,NSE:TATASTEEL,1445.0,1457.7,1444.0,1453.0,1962208.0
2021-08-31 05:45:00,NSE:TATASTEEL,1453.4,1459.0,1451.25,1452.5,1076447.0
2021-08-31 06:45:00,NSE:TATASTEEL,1452.6,1458.5,1449.0,1453.6,1053957.0
2021-08-31 07:45:00,NSE:TATASTEEL,1453.65,1453.9,1437.0,1449.1,2018348.0
2021-08-31 08:45:00,NSE:TATASTEEL,1449.1,1455.5,1437.05,1453.65,9609332.0
2021-08-31 09:45:00,NSE:TATASTEEL,1453.65,1457.0,1444.75,1447.1,6062590.0
2021-09-01 03:45:00,NSE:TATASTEEL,1452.0,1455.5,1418.6,1425.0,3005653.0
2021-09-01 04:45:00,NSE:TATASTEEL,1425.0,1425.0,1412.8,1415.35,1573146.0
2021-09-01 05:45:00,NSE:TATASTEEL,1416.0,1423.9,1411.1,1419.6,984164.0
2021-09-01 06:45:00,NSE:TATASTEEL,1419.6,1425.85,1415.1,1420.5,754667.0
2021-09-01 07:45:00,NSE:TATASTEEL,1420.55,1423.0,1416.2,1419.6,539218.0
2021-09-01 08:45:00,NSE:TATASTEEL,1419.8,1421.0,1407.0,1409.9,1221165.0
2021-09-01 09:45:00,NSE:TATASTEEL,1410.0,1412.5,1407.3,1410.95,688375.0
2021-09-02 03:45:00,NSE:TATASTEEL,1411.0,1427.8,1410.0,1422.15,1810838.0
2021-09-02 04:45:00,NSE:TATASTEEL,1422.2,1423.2,1412.55,1416.8,804335.0
2021-09-02 05:45:00,NSE:TATASTEEL,1416.7,1418.5,1412.0,1414.7,527194.0
2021-09-02 06:45:00,NSE:TATASTEEL,1414.7,1424.9,1413.1,1419.7,693506.0
2021-09-02 07:45:00,NSE:TATASTEEL,1419.5,1432.0,1417.6,1428.35,983867.0
2021-09-02 08:45:00,NSE:TATASTEEL,1428.65,1430.0,1420.05,1423.55,862838.0
2021-09-02 09:45:00,NSE:TATASTEEL,1423.85,1427.95,1423.25,1424.5,428678.0
2021-09-03 03:45:00,NSE:TATASTEEL,1428.0,1439.0,1416.45,1422.05,1656249.0
2021-09-03 04:45:00,NSE:TATASTEEL,1422.05,1429.5,1417.0,1420.6,860681.0
2021-09-03 05:45:00,NSE:TATASTEEL,1420.4,1448.8,1419.2,1442.15,2314374.0
2021-09-03 06:45:00,NSE:TATASTEEL,1442.45,1452.95,1438.1,1442.65,1372809.0
2021-09-03 07:45:00,NSE:TATASTEEL,1442.5,1447.7,1431.35,1439.15,908455.0
2021-09-03 08:45:00,NSE:TATASTEEL,1439.0,1446.0,1436.1,1443.0,850460.0
2021-09-03 09:45:00,NSE:TATASTEEL,1443.0,1445.6,1440.5,1441.0,458896.0
2021-09-06 03:45:00,NSE:TATASTEEL,1446.4,1447.0,1423.15,1430.5,1763271.0
2021-09-06 04:45:00,NSE:TATASTEEL,1430.5,1434.8,1427.0,1430.3,700764.0
2021-09-06 05:45:00,NSE:TATASTEEL,1430.3,1439.3,1429.5,1431.55,632884.0
2021-09-06 06:45:00,NSE:TATASTEEL,1431.55,1444.0,1425.1,1436.2,998502.0
2021-09-06 07:45:00,NSE:TATASTEEL,1435.75,1439.0,1430.5,1437.55,566072.0
2021-09-06 08:45:00,NSE:TATASTEEL,1437.55,1451.95,1435.85,1436.8,1873404.0
2021-09-06 09:45:00,NSE:TATASTEEL,1436.75,1438.2,1433.9,1435.65,400810.0
2021-09-07 03:45:00,NSE:TATASTEEL,1444.9,1459.0,1431.0,1437.5,2378584.0
2021-09-07 04:45:00,NSE:TATASTEEL,1437.15,1442.45,1433.0,1436.75,712351.0
2021-09-07 05:45:00,NSE:TATASTEEL,1436.7,1442.85,1433.85,1441.9,637801.0
2021-09-07 06:45:00,NSE:TATASTEEL,1441.9,1443.85,1435.1,1439.5,603925.0
2021-09-07 07:45:00,NSE:TATASTEEL,1439.5,1441.3,1434.4,1437.0,421998.0
2021-09-07 08:45:00,NSE:TATASTEEL,1437.0,1440.2,1429.0,1431.05,975490.0
2021-09-07 09:45:00,NSE:TATASTEEL,1431.0,1432.4,1420.65,1423.0,588184.0
2021-09-08 03:45:00,NSE:TATASTEEL,1425.05,1440.95,1418.6,1439.35,1428022.0
2021-09-08 04:45:00,NSE:TATASTEEL,1439.35,1442.65,1431.6,1432.35,680966.0
2021-09-08 05:45:00,NSE:TATASTEEL,1432.9,1435.55,1430.4,1432.95,389199.0
2021-09-08 06:45:00,NSE:TATASTEEL,1432.95,1433.8,1423.0,1426.15,691078.0
2021-09-08 07:45:00,NSE:TATASTEEL,1426.6,1430.0,1422.0,1428.0,475047.0
2021-09-08 08:45:00,NSE:TATASTEEL,1428.4,1431.0,1423.55,1431.0,628734.0
2021-09-08 09:45:00,NSE:TATASTEEL,1430.85,1432.0,1427.5,1428.0,362460.0
2021-09-09 03:45:00,NSE:TATASTEEL,1420.95,1439.8,1420.95,1434.0,1259871.0
2021-09-09 04:45:00,NSE:TATASTEEL,1433.9,1438.8,1433.0,1434.95,342576.0
2021-09-09 05:45:00,NSE:TATASTEEL,1434.95,1442.85,1434.5,1439.0,591452.0
2021-09-09 06:45:00,NSE:TATASTEEL,1438.85,1440.0,1435.5,1437.65,380270.0
2021-09-09 07:45:00,NSE:TATASTEEL,1437.6,1449.6,1436.3,1445.4,1211986.0
2021-09-09 08:45:00,NSE:TATASTEEL,1445.45,1451.95,1443.15,1446.0,1057237.0
2021-09-09 09:45:00,NSE:TATASTEEL,1446.7,1448.35,1445.0,1446.85,438323.0
2021-09-13 03:45:00,NSE:TATASTEEL,1447.0,1457.4,1440.05,1444.0,1392337.0
2021-09-13 04:45:00,NSE:TATASTEEL,1443.85,1446.35,1436.5,1439.2,560184.0
2021-09-13 05:45:00,NSE:TATASTEEL,1439.2,1446.75,1438.1,1443.8,427379.0
2021-09-13 06:45:00,NSE:TATASTEEL,1443.8,1446.9,1442.45,1445.0,364263.0
2021-09-13 07:45:00,NSE:TATASTEEL,1445.15,1449.9,1443.65,1445.5,524275.0
2021-09-13 08:45:00,NSE:TATASTEEL,1445.85,1465.85,1444.4,1465.4,1506098.0
2021-09-13 09:45:00,NSE:TATASTEEL,1465.8,1472.0,1463.3,1470.0,830224.0
2021-09-14 03:45:00,NSE:TATASTEEL,1473.9,1475.9,1463.7,1468.9,1638268.0
2021-09-14 04:45:00,NSE:TATASTEEL,1468.9,1474.75,1465.5,1466.0,699311.0
2021-09-14 05:45:00,NSE:TATASTEEL,1465.6,1469.0,1461.45,1462.25,426360.0
2021-09-14 06:45:00,NSE:TATASTEEL,1462.3,1463.8,1452.0,1456.45,744360.0
2021-09-14 07:45:00,NSE:TATASTEEL,1456.6,1459.0,1449.0,1455.7,751513.0
2021-09-14 08:45:00,NSE:TATASTEEL,1455.7,1457.0,1449.0,1452.65,715409.0
2021-09-14 09:45:00,NSE:TATASTEEL,1452.5,1453.85,1449.85,1451.4,481000.0
2021-09-15 03:45:00,NSE:TATASTEEL,1452.4,1459.9,1444.4,1455.5,1334952.0
2021-09-15 04:45:00,NSE:TATASTEEL,1455.15,1460.0,1450.55,1451.0,510649.0
2021-09-15 05:45:00,NSE:TATASTEEL,1450.9,1453.8,1447.1,1449.7,429753.0
2021-09-15 06:45:00,NSE:TATASTEEL,1449.7,1457.0,1446.4,1452.9,496347.0
2021-09-15 07:45:00,NSE:TATASTEEL,1453.15,1463.7,1450.35,1457.0,735161.0
2021-09-15 08:45:00,NSE:TATASTEEL,1456.95,1460.5,1453.5,1453.95,587331.0
2021-09-15 09:45:00,NSE:TATASTEEL,1453.95,1455.6,1452.4,1453.05,302443.0
2021-09-16 03:45:00,NSE:TATASTEEL,1459.95,1471.9,1439.1,1447.55,2122626.0
2021-09-16 04:45:00,NSE:TATASTEEL,1448.0,1448.8,1442.25,1443.4,469420.0
2021-09-16 05:45:00,NSE:TATASTEEL,1443.5,1444.75,1437.3,1439.85,584669.0
2021-09-16 06:45:00,NSE:TATASTEEL,1439.95,1440.0,1433.2,1434.6,552551.0
2021-09-16 07:45:00,NSE:TATASTEEL,1434.55,1440.5,1431.25,1434.25,642253.0
2021-09-16 08:45:00,NSE:TATASTEEL,1434.25,1439.8,1432.5,1437.95,726429.0
2021-09-16 09:45:00,NSE:TATASTEEL,1437.95,1438.1,1434.0,1437.6,484647.0
2021-09-17 03:45:00,NSE:TATASTEEL,1437.9,1440.3,1384.1,1392.35,4836423.0
2021-09-17 04:45:00,NSE:TATASTEEL,1392.3,1400.9,1388.65,1392.8,1709048.0
2021-09-17 05:45:00,NSE:TATASTEEL,1392.9,1394.4,1370.0,1370.5,2343731.0
2021-09-17 06:45:00,NSE:TATASTEEL,1370.3,1381.45,1362.0,1372.8,2694138.0
2021-09-17 07:45:00,NSE:TATASTEEL,1372.7,1395.0,1360.0,1393.45,3553287.0
2021-09-17 08:45:00,NSE:TATASTEEL,1393.45,1393.85,1375.0,1388.55,2933642.0
2021-09-17 09:45:00,NSE:TATASTEEL,1388.55,1389.0,1381.1,1382.8,1458356.0
2021-09-20 03:45:00,NSE:TATASTEEL,1345.05,1351.9,1298.65,1320.5,8625669.0
2021-09-20 04:45:00,NSE:TATASTEEL,1320.5,1323.7,1313.9,1321.0,1655601.0
2021-09-20 05:45:00,NSE:TATASTEEL,1320.6,1321.2,1302.0,1303.0,2149292.0
2021-09-20 06:45:00,NSE:TATASTEEL,1303.0,1304.95,1290.2,1299.9,3616486.0
2021-09-20 07:45:00,NSE:TATASTEEL,1299.85,1305.45,1281.0,1284.6,3046419.0
2021-09-20 08:45:00,NSE:TATASTEEL,1284.25,1290.85,1248.6,1256.2,6637139.0
2021-09-20 09:45:00,NSE:TATASTEEL,1256.2,1256.35,1247.35,1247.35,2440708.0
2021-09-21 03:45:00,NSE:TATASTEEL,1256.65,1272.8,1232.9,1244.95,9028651.0
