datetime,symbol,open,high,low,close,volume,SMA20,SMA50
2022-01-10 09:15:00,NSE:NIFTY_50,17913.301,18017.449,17879.15,18003.301,1e+100,17310.2973,17479.51584
2022-01-11 09:15:00,NSE:NIFTY_50,17997.75,18081.25,17964.4,18055.75,1e+100,17346.8398,17487.19784
2022-01-12 09:15:00,NSE:NIFTY_50,18170.4,18227.949,18128.801,18212.35,1e+100,17396.3873,17492.85184
2022-01-13 09:15:00,NSE:NIFTY_50,18257.0,18272.25,18163.801,18257.801,1e+100,17446.85735,17500.22888
2022-01-14 09:15:00,NSE:NIFTY_50,18185.0,18286.949,18119.65,18255.75,1e+100,17510.3849,17508.7599
2022-01-17 09:15:00,NSE:NIFTY_50,18235.65,18321.551,18228.75,18308.1,1e+100,17595.07995,17516.585880000002
2022-01-18 09:15:00,NSE:NIFTY_50,18337.199,18350.949,18085.9,18113.051,1e+100,17662.19,17517.475879999998
2022-01-19 09:15:00,NSE:NIFTY_50,18129.199,18129.199,17884.9,17938.4,1e+100,17711.33755,17515.35888
2022-01-20 09:15:00,NSE:NIFTY_50,17921.0,17943.699,17648.449,17757.0,1e+100,17745.55755,17510.1549
2022-01-21 09:15:00,NSE:NIFTY_50,17613.699,17707.6,17485.85,17617.15,1e+100,17776.227550000003,17505.025899999997
2022-01-24 09:15:00,NSE:NIFTY_50,17575.15,17599.4,16997.85,17149.1,1e+100,17779.37005,17485.9529
2022-01-25 09:15:00,NSE:NIFTY_50,17001.551,17309.15,16836.801,17277.949,1e+100,17781.605000000003,17469.3229
2022-01-27 09:15:00,NSE:NIFTY_50,17062.0,17182.5,16866.75,17110.15,1e+100,17776.4325,17451.54192
2022-01-28 09:15:00,NSE:NIFTY_50,17208.301,17373.5,17077.1,17101.949,1e+100,17771.3325,17435.6079
2022-01-31 09:15:00,NSE:NIFTY_50,17301.051,17410.0,17264.15,17339.85,1e+100,17770.62245,17427.10888
2022-02-01 09:15:00,NSE:NIFTY_50,17529.449,17622.4,17244.551,17576.85,1e+100,17768.18,17430.31486
2022-02-02 09:15:00,NSE:NIFTY_50,17706.199,17794.6,17674.801,17780.0,1e+100,17766.917500000003,17435.847859999998
2022-02-03 09:15:00,NSE:NIFTY_50,17767.75,17781.15,17511.15,17560.199,1e+100,17748.66495,17438.75082
2022-02-04 09:15:00,NSE:NIFTY_50,17590.199,17617.801,17462.551,17516.301,1e+100,17737.185,17438.35184
2022-02-07 09:15:00,NSE:NIFTY_50,17456.301,17536.75,17119.4,17213.6,1e+100,17707.23005,17442.09486
2022-02-08 09:15:00,NSE:NIFTY_50,17279.85,17306.449,17043.65,17266.75,1e+100,17670.4025,17446.35088
2022-02-09 09:15:00,NSE:NIFTY_50,17370.1,17477.15,17339.0,17463.801,1e+100,17640.80505,17455.96292
2022-02-10 09:15:00,NSE:NIFTY_50,17554.1,17639.449,17427.15,17605.85,1e+100,17610.480050000002,17464.74192
2022-02-11 09:15:00,NSE:NIFTY_50,17451.0,17454.75,17303.0,17374.75,1e+100,17566.3275,17464.20392
2022-02-14 09:15:00,NSE:NIFTY_50,17076.15,17099.5,16809.65,16842.801,1e+100,17495.68005,17457.125959999998
2022-02-15 09:15:00,NSE:NIFTY_50,16933.25,17375.0,16839.25,17352.449,1e+100,17447.8975,17465.929939999998
2022-02-16 09:15:00,NSE:NIFTY_50,17408.449,17490.6,17257.699,17322.199,1e+100,17408.3549,17468.839939999998
2022-02-17 09:15:00,NSE:NIFTY_50,17396.551,17442.9,17235.85,17304.6,1e+100,17376.6649,17465.536939999998
2022-02-18 09:15:00,NSE:NIFTY_50,17236.051,17380.801,17219.199,17276.301,1e+100,17352.62995,17460.72596
2022-02-21 09:15:00,NSE:NIFTY_50,17192.25,17351.051,17070.699,17206.65,1e+100,17332.10495,17454.63294
2022-02-22 09:15:00,NSE:NIFTY_50,16847.949,17148.551,16843.801,17092.199,1e+100,17329.259899999997,17449.11192
2022-02-23 09:15:00,NSE:NIFTY_50,17194.5,17220.699,17027.85,17063.25,1e+100,17318.52495,17443.87892
2022-02-24 09:15:00,NSE:NIFTY_50,16548.9,16705.25,16203.25,16247.95,1e+100,17275.41495,17424.40992
2022-02-25 09:15:00,NSE:NIFTY_50,16515.65,16748.801,16478.301,16658.4,1e+100,17253.2375,17412.609920000003
2022-02-28 09:15:00,NSE:NIFTY_50,16481.6,16815.9,16356.3,16793.9,1e+100,17225.940000000002,17408.78394
2022-03-02 09:15:00,NSE:NIFTY_50,16593.1,16678.5,16478.65,16605.949,1e+100,17177.394949999998,17408.61894
2022-03-03 09:15:00,NSE:NIFTY_50,16723.199,16768.949,16442.949,16498.051,1e+100,17113.297499999997,17403.16296
2022-03-04 09:15:00,NSE:NIFTY_50,16339.45,16456.0,16133.8,16245.35,1e+100,17047.555050000003,17388.96098
2022-03-07 09:15:00,NSE:NIFTY_50,15867.95,15944.6,15711.45,15863.15,1e+100,16964.8975,17364.77198
2022-03-08 09:15:00,NSE:NIFTY_50,15747.75,16028.75,15671.45,16013.45,1e+100,16904.89,17344.96598
2022-03-09 09:15:00,NSE:NIFTY_50,16078.0,16418.051,15990.0,16345.35,1e+100,16858.82,17330.147979999998
2022-03-10 09:15:00,NSE:NIFTY_50,16757.1,16757.301,16447.9,16594.9,1e+100,16815.37495,17317.38098
2022-03-11 09:15:00,NSE:NIFTY_50,16528.801,16694.4,16470.9,16630.449,1e+100,16766.6049,17305.71796
2022-03-14 09:15:00,NSE:NIFTY_50,16633.699,16887.949,16606.5,16871.301,1e+100,16741.43245,17299.065
2022-03-15 09:15:00,NSE:NIFTY_50,16900.65,16927.75,16555.0,16663.0,1e+100,16732.4424,17285.24398
2022-03-16 09:15:00,NSE:NIFTY_50,16876.65,16987.9,16837.85,16975.35,1e+100,16713.58745,17272.237
2022-03-17 09:15:00,NSE:NIFTY_50,17202.9,17344.6,17175.75,17287.051,1e+100,16711.83005,17261.873020000003
2022-03-21 09:15:00,NSE:NIFTY_50,17329.5,17353.35,17096.4,17117.6,1e+100,16702.480050000002,17245.72002
2022-03-22 09:15:00,NSE:NIFTY_50,17120.4,17334.4,17006.301,17315.5,1e+100,16704.440000000002,17237.11202
2022-03-23 09:15:00,NSE:NIFTY_50,17405.051,17442.4,17199.6,17245.65,1e+100,16706.39,17225.77104
2022-03-24 09:15:00,NSE:NIFTY_50,17094.949,17291.75,17091.15,17222.75,1e+100,16712.917550000002,17210.16002
2022-03-25 09:15:00,NSE:NIFTY_50,17289.0,17294.9,17076.551,17153.0,1e+100,16717.40505,17192.105020000003
2022-03-28 09:15:00,NSE:NIFTY_50,17181.85,17235.1,17003.9,17222.0,1e+100,16766.10755,17172.298020000002
2022-03-29 09:15:00,NSE:NIFTY_50,17297.199,17343.65,17235.699,17325.301,1e+100,16799.4526,17153.64802
2022-03-30 09:15:00,NSE:NIFTY_50,17468.15,17522.5,17387.199,17498.25,1e+100,16834.6701,17138.498020000003
2022-03-31 09:15:00,NSE:NIFTY_50,17519.199,17559.801,17435.199,17464.75,1e+100,16877.61015,17121.63102
2022-04-01 09:15:00,NSE:NIFTY_50,17436.9,17703.699,17422.699,17670.449,1e+100,16936.230050000002,17112.77898
2022-04-04 09:15:00,NSE:NIFTY_50,17809.1,18114.65,17791.4,18053.4,1e+100,17026.632550000002,17115.07898
2022-04-05 09:15:00,NSE:NIFTY_50,18080.6,18095.449,17921.551,17957.4,1e+100,17131.34505,17119.08698
2022-04-06 09:15:00,NSE:NIFTY_50,17842.75,17901.0,17779.85,17807.65,1e+100,17221.055050000003,17122.89698
2022-04-07 09:15:00,NSE:NIFTY_50,17723.301,17787.5,17623.699,17639.551,1e+100,17285.765099999997,17132.706
2022-04-08 09:15:00,NSE:NIFTY_50,17698.15,17842.75,17600.551,17784.35,1e+100,17345.2376,17142.83402
2022-04-11 09:15:00,NSE:NIFTY_50,17740.9,17779.051,17650.949,17674.949,1e+100,17397.4626,17154.13
2022-04-12 09:15:00,NSE:NIFTY_50,17584.85,17595.301,17442.35,17530.301,1e+100,17430.412600000003,17162.69704
