datetime,symbol,open,high,low,close,volume,SMA20,SMA50
2021-06-24 09:15:00,NSE:NIFTY_50,15737.3,15821.4,15702.7,15790.45,1e+100,,
2021-06-25 09:15:00,NSE:NIFTY_50,15839.35,15870.8,15772.3,15860.35,1e+100,,
2021-06-28 09:15:00,NSE:NIFTY_50,15915.35,15915.65,15792.15,15814.7,1e+100,,
2021-06-29 09:15:00,NSE:NIFTY_50,15807.5,15835.9,15724.05,15748.45,1e+100,,
2021-06-30 09:15:00,NSE:NIFTY_50,15776.9,15839.1,15708.75,15721.5,1e+100,,
2021-07-01 09:15:00,NSE:NIFTY_50,15755.05,15755.55,15667.05,15680.0,1e+100,,
2021-07-02 09:15:00,NSE:NIFTY_50,15705.85,15738.35,15635.95,15722.2,1e+100,,
2021-07-05 09:15:00,NSE:NIFTY_50,15793.4,15845.95,15762.05,15834.35,1e+100,,
2021-07-06 09:15:00,NSE:NIFTY_50,15813.75,15914.2,15801.0,15818.25,1e+100,,
2021-07-07 09:15:00,NSE:NIFTY_50,15819.6,15893.55,15779.7,15879.65,1e+100,,
2021-07-08 09:15:00,NSE:NIFTY_50,15855.4,15885.75,15682.9,15727.9,1e+100,,
2021-07-09 09:15:00,NSE:NIFTY_50,15688.25,15730.85,15632.75,15689.8,1e+100,,
2021-07-12 09:15:00,NSE:NIFTY_50,15766.8,15789.2,15644.75,15692.6,1e+100,,
2021-07-13 09:15:00,NSE:NIFTY_50,15794.0,15820.8,15744.6,15812.35,1e+100,,
2021-07-14 09:15:00,NSE:NIFTY_50,15808.7,15877.35,15764.2,15853.95,1e+100,,
2021-07-15 09:15:00,NSE:NIFTY_50,15872.15,15952.35,15855.0,15924.2,1e+100,,
2021-07-16 09:15:00,NSE:NIFTY_50,15958.35,15962.25,15882.6,15923.4,1e+100,,
2021-07-19 09:15:00,NSE:NIFTY_50,15754.5,15836.9,15707.5,15752.4,1e+100,,
2021-07-20 09:15:00,NSE:NIFTY_50,15703.95,15728.45,15578.55,15632.1,1e+100,,
2021-07-22 09:15:00,NSE:NIFTY_50,15736.6,15834.8,15726.4,15824.05,1e+100,15785.132500000002,
2021-07-23 09:15:00,NSE:NIFTY_50,15856.8,15899.8,15768.4,15856.05,1e+100,15788.4125,
2021-07-26 09:15:00,NSE:NIFTY_50,15849.3,15893.35,15797.0,15824.45,1e+100,15786.617500000002,
2021-07-27 09:15:00,NSE:NIFTY_50,15860.5,15881.55,15701.0,15746.45,1e+100,15783.204999999998,
2021-07-28 09:15:00,NSE:NIFTY_50,15761.55,15767.5,15513.45,15709.4,1e+100,15781.252499999999,
2021-07-29 09:15:00,NSE:NIFTY_50,15762.7,15817.35,15737.8,15778.45,1e+100,15784.1,
2021-07-30 09:15:00,NSE:NIFTY_50,15800.6,15862.8,15744.85,15763.05,1e+100,15788.252499999999,
2021-08-02 09:15:00,NSE:NIFTY_50,15874.9,15892.9,15834.65,15885.15,1e+100,15796.4,
2021-08-03 09:15:00,NSE:NIFTY_50,15951.55,16146.9,15914.35,16130.75,1e+100,15811.220000000001,
2021-08-04 09:15:00,NSE:NIFTY_50,16195.25,16290.2,16176.15,16258.8,1e+100,15833.247500000001,
2021-08-05 09:15:00,NSE:NIFTY_50,16288.95,16349.45,16210.3,16294.6,1e+100,15853.994999999999,
2021-08-06 09:15:00,NSE:NIFTY_50,16304.4,16336.75,16223.3,16238.2,1e+100,15879.51,
2021-08-09 09:15:00,NSE:NIFTY_50,16281.35,16320.75,16179.05,16258.25,1e+100,15907.9325,
2021-08-10 09:15:00,NSE:NIFTY_50,16274.8,16359.25,16202.25,16280.1,1e+100,15937.307499999999,
2021-08-11 09:15:00,NSE:NIFTY_50,16327.3,16338.75,16162.55,16282.25,1e+100,15960.8025,
2021-08-12 09:15:00,NSE:NIFTY_50,16303.65,16375.5,16286.9,16364.4,1e+100,15986.325,
2021-08-13 09:15:00,NSE:NIFTY_50,16385.699,16543.6,16376.3,16529.1,1e+100,16016.569999999998,
2021-08-16 09:15:00,NSE:NIFTY_50,16518.4,16589.4,16480.75,16563.051,1e+100,16048.552550000002,
2021-08-17 09:15:00,NSE:NIFTY_50,16545.25,16628.551,16495.4,16614.6,1e+100,16091.66255,
2021-08-18 09:15:00,NSE:NIFTY_50,16691.949,16701.85,16535.85,16568.85,1e+100,16138.500050000002,
2021-08-20 09:15:00,NSE:NIFTY_50,16382.5,16509.551,16376.05,16450.5,1e+100,16169.82255,
2021-08-23 09:15:00,NSE:NIFTY_50,16592.25,16592.5,16395.699,16496.449,1e+100,16201.842499999999,
2021-08-24 09:15:00,NSE:NIFTY_50,16561.4,16647.1,16495.301,16624.6,1e+100,16241.85,
2021-08-25 09:15:00,NSE:NIFTY_50,16654.0,16712.449,16617.5,16634.65,1e+100,16286.26,
2021-08-26 09:15:00,NSE:NIFTY_50,16627.949,16683.699,16603.4,16636.9,1e+100,16332.635,
2021-08-27 09:15:00,NSE:NIFTY_50,16642.551,16722.051,16565.6,16705.199,1e+100,16378.972449999997,
2021-08-30 09:15:00,NSE:NIFTY_50,16775.85,16951.5,16764.85,16931.051,1e+100,16437.3725,
2021-08-31 09:15:00,NSE:NIFTY_50,16947.5,17153.5,16915.85,17132.199,1e+100,16499.724949999996,
2021-09-01 09:15:00,NSE:NIFTY_50,17185.6,17225.75,17055.051,17076.25,1e+100,16546.999949999998,
2021-09-02 09:15:00,NSE:NIFTY_50,17095.4,17245.5,17059.699,17234.15,1e+100,16595.76745,
2021-09-03 09:15:00,NSE:NIFTY_50,17262.449,17340.1,17212.199,17323.6,1e+100,16647.21745,16157.88298
2021-09-06 09:15:00,NSE:NIFTY_50,17399.35,17429.551,17345.551,17377.801,1e+100,16704.197500000002,16189.63
2021-09-07 09:15:00,NSE:NIFTY_50,17401.551,17436.5,17287.0,17362.1,1e+100,16759.39,16219.665
2021-09-08 09:15:00,NSE:NIFTY_50,17375.75,17383.4,17254.199,17353.5,1e+100,16813.06,16250.441
2021-09-09 09:15:00,NSE:NIFTY_50,17312.85,17379.65,17302.699,17369.25,1e+100,16867.41,16282.857000000002
2021-09-13 09:15:00,NSE:NIFTY_50,17363.551,17378.35,17269.15,17355.301,1e+100,16916.95505,16315.53302
2021-09-14 09:15:00,NSE:NIFTY_50,17420.35,17438.551,17367.051,17380.0,1e+100,16959.500050000002,16349.53302
2021-09-15 09:15:00,NSE:NIFTY_50,17387.65,17532.699,17386.9,17519.449,1e+100,17007.319949999997,16385.478
2021-09-16 09:15:00,NSE:NIFTY_50,17539.199,17644.6,17510.449,17629.5,1e+100,17058.06495,16421.381
2021-09-17 09:15:00,NSE:NIFTY_50,17709.65,17792.949,17537.65,17585.15,1e+100,17108.87995,16456.718999999997
2021-09-20 09:15:00,NSE:NIFTY_50,17443.85,17622.75,17361.801,17396.9,1e+100,17156.19995,16487.064
2021-09-21 09:15:00,NSE:NIFTY_50,17450.5,17578.35,17326.1,17562.0,1e+100,17209.4775,16523.746
2021-09-22 09:15:00,NSE:NIFTY_50,17580.9,17610.449,17524.0,17546.65,1e+100,17255.579999999998,16560.883
2021-09-23 09:15:00,NSE:NIFTY_50,17670.85,17843.9,17646.551,17822.949,1e+100,17314.99495,16603.489980000002
2021-09-24 09:15:00,NSE:NIFTY_50,17897.449,17947.65,17819.4,17853.199,1e+100,17375.8099,16644.30696
2021-09-27 09:15:00,NSE:NIFTY_50,17932.199,17943.5,17802.9,17855.1,1e+100,17433.30495,16684.32996
2021-09-28 09:15:00,NSE:NIFTY_50,17906.449,17912.85,17576.1,17748.6,1e+100,17474.182399999998,16720.81796
2021-09-29 09:15:00,NSE:NIFTY_50,17657.949,17781.75,17608.15,17711.301,1e+100,17503.1375,16756.57598
2021-09-30 09:15:00,NSE:NIFTY_50,17718.9,17742.15,17585.35,17618.15,1e+100,17530.232500000002,16793.89098
2021-10-01 09:15:00,NSE:NIFTY_50,17531.9,17557.15,17452.9,17532.051,1e+100,17545.127549999997,16831.89
2021-10-04 09:15:00,NSE:NIFTY_50,17615.551,17750.9,17581.35,17691.25,1e+100,17563.51005,16869.234
2021-10-05 09:15:00,NSE:NIFTY_50,17661.35,17833.449,17640.9,17822.301,1e+100,17585.73505,16908.55902
2021-10-06 09:15:00,NSE:NIFTY_50,17861.5,17884.6,17613.15,17646.0,1e+100,17599.930050000003,16944.990019999997
2021-10-07 09:15:00,NSE:NIFTY_50,17810.551,17857.551,17763.801,17790.35,1e+100,17621.77255,16985.86802
2021-10-08 09:15:00,NSE:NIFTY_50,17886.85,17941.85,17840.35,17895.199,1e+100,17648.07,17029.584
2021-10-11 09:15:00,NSE:NIFTY_50,17867.551,18041.949,17839.1,17945.949,1e+100,17677.602399999996,17072.93398
2021-10-12 09:15:00,NSE:NIFTY_50,17915.801,18008.65,17864.949,17991.949,1e+100,17708.199849999997,17117.51196
2021-10-13 09:15:00,NSE:NIFTY_50,18097.85,18197.801,18050.75,18161.75,1e+100,17740.3149,17163.04396
2021-10-14 09:15:00,NSE:NIFTY_50,18272.85,18350.75,18248.699,18338.551,1e+100,17775.76745,17207.199979999998
2021-10-18 09:15:00,NSE:NIFTY_50,18500.1,18543.15,18445.301,18477.051,1e+100,17820.3625,17251.565
2021-10-19 09:15:00,NSE:NIFTY_50,18602.35,18604.449,18377.699,18418.75,1e+100,17871.455,17294.048
2021-10-20 09:15:00,NSE:NIFTY_50,18439.9,18458.301,18209.35,18266.6,1e+100,17906.685,17334.616
2021-10-21 09:15:00,NSE:NIFTY_50,18382.699,18384.199,18048.0,18178.1,1e+100,17938.2575,17373.013
2021-10-22 09:15:00,NSE:NIFTY_50,18230.699,18314.25,18034.35,18114.9,1e+100,17952.85505,17409.709000000003
2021-10-25 09:15:00,NSE:NIFTY_50,18229.5,18241.4,17968.5,18125.4,1e+100,17966.4651,17446.572
2021-10-26 09:15:00,NSE:NIFTY_50,18154.5,18310.449,18099.301,18268.4,1e+100,17987.1301,17484.652
2021-10-27 09:15:00,NSE:NIFTY_50,18295.85,18342.051,18167.9,18210.949,1e+100,18010.24755,17518.28898
2021-10-28 09:15:00,NSE:NIFTY_50,18187.65,18190.699,17799.449,17857.25,1e+100,18017.545000000002,17544.17296
2021-10-29 09:15:00,NSE:NIFTY_50,17833.051,17915.85,17613.1,17671.65,1e+100,18020.22,17565.31396
2021-11-01 09:15:00,NSE:NIFTY_50,17783.15,17954.1,17697.1,17929.65,1e+100,18040.09995,17592.52996
2021-11-02 09:15:00,NSE:NIFTY_50,17970.9,18012.25,17847.6,17888.949,1e+100,18049.984900000003,17621.298939999997
2021-11-03 09:15:00,NSE:NIFTY_50,17947.949,17988.75,17757.949,17829.199,1e+100,18050.3298,17647.95394
2021-11-04 18:00:00,NSE:NIFTY_50,17935.051,17947.551,17900.6,17916.801,1e+100,18063.86985,17673.79796
2021-11-08 09:15:00,NSE:NIFTY_50,18040.199,18087.801,17836.1,18068.551,1e+100,18077.7799,17702.47598
2021-11-09 09:15:00,NSE:NIFTY_50,18084.35,18112.6,17983.051,18044.25,1e+100,18085.23245,17730.62298
2021-11-10 09:15:00,NSE:NIFTY_50,17973.449,18061.25,17915.0,18017.199,1e+100,18088.794950000003,17756.862979999998
2021-11-11 09:15:00,NSE:NIFTY_50,17967.449,17971.35,17798.199,17873.6,1e+100,18082.8775,17775.71396
2021-11-12 09:15:00,NSE:NIFTY_50,17977.6,18123.0,17905.9,18102.75,1e+100,18079.927499999998,17795.12498
2021-11-15 09:15:00,NSE:NIFTY_50,18140.949,18210.15,18071.301,18109.449,1e+100,18068.472400000002,17815.788959999998
2021-11-16 09:15:00,NSE:NIFTY_50,18127.051,18132.65,17958.801,17999.199,1e+100,18044.5798,17831.089939999998
2021-11-17 09:15:00,NSE:NIFTY_50,17939.35,18022.65,17879.25,17898.65,1e+100,18018.5748,17842.590940000002
2021-11-18 09:15:00,NSE:NIFTY_50,17890.551,17945.6,17688.5,17764.801,1e+100,17993.48485,17850.33094
2021-11-22 09:15:00,NSE:NIFTY_50,17796.25,17805.25,17280.449,17416.551,1e+100,17955.4074,17851.41996
2021-11-23 09:15:00,NSE:NIFTY_50,17281.75,17553.699,17216.1,17503.35,1e+100,17924.8299,17854.41696
2021-11-24 09:15:00,NSE:NIFTY_50,17550.051,17600.6,17354.0,17415.051,1e+100,17889.31245,17855.33298
2021-11-25 09:15:00,NSE:NIFTY_50,17417.301,17564.35,17351.699,17536.25,1e+100,17852.704950000003,17858.95196
2021-11-26 09:15:00,NSE:NIFTY_50,17338.75,17355.4,16985.699,17026.449,1e+100,17793.47995,17851.88094
2021-11-29 09:15:00,NSE:NIFTY_50,17055.801,17160.699,16782.4,17053.949,1e+100,17753.3149,17842.570939999998
2021-11-30 09:15:00,NSE:NIFTY_50,17051.15,17324.65,16931.4,16983.199,1e+100,17718.892350000002,17829.64492
2021-12-01 09:15:00,NSE:NIFTY_50,17104.4,17213.051,17064.25,17166.9,1e+100,17680.75485,17821.27992
2021-12-02 09:15:00,NSE:NIFTY_50,17183.199,17420.35,17149.301,17401.65,1e+100,17656.389900000002,17821.374920000002
2021-12-03 09:15:00,NSE:NIFTY_50,17424.9,17489.801,17180.801,17196.699,1e+100,17624.7649,17814.068900000002
2021-12-06 09:15:00,NSE:NIFTY_50,17209.051,17216.75,16891.699,16912.25,1e+100,17574.53735,17801.3809
2021-12-07 09:15:00,NSE:NIFTY_50,17044.1,17251.65,16987.75,17176.699,1e+100,17529.944750000002,17788.4559
2021-12-08 09:15:00,NSE:NIFTY_50,17315.25,17484.6,17308.949,17469.75,1e+100,17501.21975,17780.78692
2021-12-09 09:15:00,NSE:NIFTY_50,17524.4,17543.25,17379.6,17516.85,1e+100,17476.202299999997,17774.02192
2021-12-10 09:15:00,NSE:NIFTY_50,17476.051,17534.35,17405.25,17511.301,1e+100,17458.08735,17769.27594
2021-12-13 09:15:00,NSE:NIFTY_50,17619.1,17639.5,17355.949,17368.25,1e+100,17421.362350000003,17762.41492
2021-12-14 09:15:00,NSE:NIFTY_50,17283.199,17376.199,17225.801,17324.9,1e+100,17382.134899999997,17756.54992
2021-12-15 09:15:00,NSE:NIFTY_50,17323.65,17351.199,17192.199,17221.4,1e+100,17343.24495,17750.336900000002
2021-12-16 09:15:00,NSE:NIFTY_50,17373.0,17379.35,17184.949,17248.4,1e+100,17310.732450000003,17741.4799
2021-12-17 09:15:00,NSE:NIFTY_50,17276.0,17298.15,16966.449,16985.199,1e+100,17271.75235,17724.73786
2021-12-20 09:15:00,NSE:NIFTY_50,16824.25,16840.1,16410.199,16614.199,1e+100,17231.63475,17704.101840000003
2021-12-21 09:15:00,NSE:NIFTY_50,16773.15,16936.4,16688.25,16770.85,1e+100,17195.00975,17683.71184
2021-12-22 09:15:00,NSE:NIFTY_50,16865.551,16971.0,16819.5,16955.449,1e+100,17172.02965,17664.91684
2021-12-23 09:15:00,NSE:NIFTY_50,17066.801,17118.65,17015.551,17072.6,1e+100,17148.847149999998,17647.44986
2021-12-24 09:15:00,NSE:NIFTY_50,17149.5,17155.6,16909.6,17003.75,1e+100,17147.7122,17627.68588
2021-12-27 09:15:00,NSE:NIFTY_50,16937.75,17112.051,16833.199,17086.25,1e+100,17149.32725,17606.17588
2021-12-28 09:15:00,NSE:NIFTY_50,17177.6,17250.25,17161.15,17233.25,1e+100,17161.8298,17584.06986
2021-12-29 09:15:00,NSE:NIFTY_50,17220.1,17285.949,17176.65,17213.6,1e+100,17164.164800000002,17558.80084
2021-12-30 09:15:00,NSE:NIFTY_50,17201.449,17264.051,17146.35,17203.949,1e+100,17154.279749999998,17534.504820000002
2021-12-31 09:15:00,NSE:NIFTY_50,17244.5,17400.801,17238.5,17354.051,1e+100,17162.147350000003,17516.253839999998
2022-01-03 09:15:00,NSE:NIFTY_50,17387.15,17646.65,17383.301,17625.699,1e+100,17197.8198,17505.20582
2022-01-04 09:15:00,NSE:NIFTY_50,17681.4,17827.6,17593.551,17805.25,1e+100,17229.247349999998,17499.01282
2022-01-05 09:15:00,NSE:NIFTY_50,17820.1,17944.699,17748.85,17925.25,1e+100,17252.02235,17495.00982
2022-01-06 09:15:00,NSE:NIFTY_50,17768.5,17797.949,17655.551,17745.9,1e+100,17263.474850000002,17484.559820000002
2022-01-07 09:15:00,NSE:NIFTY_50,17797.6,17905.0,17704.551,17812.699,1e+100,17278.54475,17476.594820000002
